"Date","Open","High","Low","Close","Volume","Range","Volatility","LogReturn"
2025-10-19,107204.3141204,109488.992543117,106157.790608759,108666.711526327,47657008952.53,3331.201934358,3.10733944029227,NA
2025-10-18,106483.735232408,107490.98118093,106387.4499349,107198.266851383,37779905278.47,1103.53124603,1.03633784410499,-0.0136054244425949
2025-10-17,108179.134711786,109235.807656481,103598.428851328,106467.785227691,99703051669.23,5637.378805153,5.21115168851393,-0.00683762780852071
2025-10-16,110782.171929721,111990.813046405,107537.02932374,108186.038475329,87306423067.48,4453.783722665,4.0203072796681,0.0160098703964202
2025-10-15,113113.972094068,113622.38200389,110235.835494287,110783.166854863,72574132855.11,3386.54650960299,2.99392413413497,0.0237225154162601
2025-10-14,115264.879015253,115502.879429839,110029.486586361,113118.667159805,92212917403.23,5473.392843478,4.74853475771549,0.020862580466261
2025-10-13,115161.675825364,116020.486482677,113821.190194966,115271.075136794,71582026738.87,2199.29628771101,1.90974668608168,0.0188491101412751
2025-10-12,110811.514097313,115805.065217535,109715.541307988,115169.763924698,93710414090.64,6089.523909547,5.49538913817139,-0.000879281806435372
2025-10-11,113236.429763288,113429.724540703,109760.564774345,110807.879319862,110236934340.44,3669.159766358,3.24026443965789,-0.0386093631002211
2025-10-10,121704.740227619,122509.661653849,104582.41134788,113214.365993129,153125018868.11,17927.250305969,14.7301167336954,0.0214851810035288
2025-10-09,123337.067759544,123739.346630483,119812.03464014,121705.582266713,74653009424.96,3927.31199034301,3.18421060406563,0.0723218022354271
2025-10-08,121448.353627177,124167.091661313,121119.180056368,123354.870335391,65354305285.91,3047.91160494499,2.50963600074934,0.0134604580472395
2025-10-07,124752.139723655,125184.025828515,120681.971844767,121451.379070327,76149412513.03,4502.053983748,3.60879901035825,-0.015551315636479
2025-10-06,123510.449968388,126198.069603434,123196.04890244,124752.528352097,72568881188.34,3002.02070099401,2.43058032884048,0.0268179913480928
2025-10-05,122419.670688184,125559.208747055,122191.958140891,123513.473713967,73689317763.05,3367.250606164,2.75057969624894,-0.00998175276202851
2025-10-04,122267.469771094,122857.640202005,121577.571402795,122425.428729543,36769171734.75,1280.06879921,1.04694143226036,-0.00884814945637835
2025-10-03,120656.982022629,123944.704958862,119344.311005181,122266.532728192,83941392228.12,4600.39395368099,3.81278718940459,-0.00129874330761659
2025-10-02,118652.385895606,121086.407241001,118383.158156396,120681.259723342,71415163911.62,2703.24908460499,2.27829306945702,-0.0130505034725505
2025-10-01,114057.592183304,118648.928587872,113981.395968774,118648.928587872,71328680131.6,4667.532619098,4.09225947151043,-0.0169838999602998
2025-09-30,114396.520240599,114836.615424515,112740.564747306,114056.083647499,58986330258.25,2096.050677209,1.83226786339356,-0.0394786635777322
2025-09-29,112117.878793928,114473.569892414,111589.950680495,114400.386428216,60000147465.61,2883.61921191899,2.57195305774476,0.0030141675678923
2025-09-28,109681.947299524,112375.482143125,109236.947744489,112122.639150615,33371048505.29,3138.53439863599,2.86148675867794,-0.0201111921646326
2025-09-27,109707.141018311,109778.49891718,109144.293006297,109681.942483199,26308042910.14,634.205910883,0.578089908274199,-0.02200851908764
2025-09-26,109041.294501078,110359.194068956,108728.977966834,109712.831518274,57738288948.87,1630.21610212199,1.4950447072195,0.000281584057045592
2025-09-25,113330.165719435,113541.087024822,108713.396178112,109049.287957002,75528654283.63,4827.69084671,4.25984627840538,-0.00606636649684589
2025-09-24,112007.666515904,113986.271229658,111229.6388188,113328.630408857,48044595084.74,2756.632410858,2.46111047270732,0.0384918685717199
2025-09-23,112757.475554642,113351.911979903,111535.5672804,112014.499676516,47211853278.67,1816.344699503,1.61084193360005,-0.0116635073755056
2025-09-22,115309.222122245,115431.309085072,112037.644690042,112748.505623246,70684158591.15,3393.66439503001,2.94309885416816,0.00653140008597752
2025-09-21,115730.225838648,115901.089553842,115252.580084124,115306.097161289,22495852193.17,648.509469718003,0.560363090124926,0.0224305823215296
2025-09-20,115691.12848129,116191.148074924,115473.524278856,115721.958207581,22864449614.47,717.623796068001,0.620292848283572,0.00360009519001103
2025-09-19,117137.673346889,117479.754279651,115141.817291753,115688.862818011,38828473971.12,2337.93698789799,1.99588818959591,-0.000286031479850735
2025-09-18,116461.262706092,117911.788336422,116188.795157783,117137.202460084,49457272032.38,1722.99317863901,1.47945603422423,0.0124415479248388
2025-09-17,116840.506939295,117328.60573672,114794.973201791,116468.50738952,60528025996.3,2533.632534929,2.1684539046423,-0.00572500473044713
2025-09-16,115423.754641659,117005.275852178,114813.0925685,116843.184250689,45781744592.98,2192.18328367801,1.89924794119182,0.00321181661000125
2025-09-15,115399.631143811,116747.87923585,114461.063165098,115444.872708337,52937859416.04,2286.816070752,1.98164937624642,-0.0120396067822313
2025-09-14,115950.292319112,116181.499223137,115222.396321332,115407.654447429,32798036056.78,959.102901805003,0.82716729955748,-0.000322441878276791
2025-09-13,116093.559523427,116334.633551646,115248.275853059,115950.505049225,34549454946.66,1086.35769858699,0.935760521984656,0.00469273786745461
2025-09-12,115507.792956142,116769.382525367,114794.484350729,116101.580896476,54785725894.45,1974.89817463799,1.70975318988897,0.00130208584835856
2025-09-11,113961.428093838,115522.543869603,113453.839308509,115507.537526854,45685065332.3,2068.704561094,1.81526731956236,-0.00512971748525004
2025-09-10,111531.247880463,114275.252780991,110940.076862647,113955.358954605,56377473784.11,3335.175918344,2.99035111838664,-0.0135290042189222
2025-09-09,112077.577273714,113225.440040973,110776.700308314,111530.549981578,45984480722.09,2448.739732659,2.18486140780749,-0.0215082393486465
2025-09-08,111163.017797504,112869.235698046,110630.605598468,112071.431088539,40212813406.78,2238.630099578,2.01382631016362,0.00483790133994866
2025-09-07,110221.325878985,111591.075605369,110211.621547594,111167.619518303,24618007519.76,1379.454057775,1.25153099617903,-0.00809729754777777
2025-09-06,110650.571722244,111275.015083586,110024.084139486,110224.697736409,21500719035.81,1250.93094409999,1.13052370595978,-0.00851815903132724
2025-09-05,110723.014543439,113357.489190915,110233.395200108,110650.988279402,60241647677.23,3124.093990807,2.82153986114725,0.00386000903930572
2025-09-04,111718.149135452,112208.328342995,109347.225226781,110723.600080515,60131132900.9,2861.103116214,2.56100117872976,0.000656008480962811
2025-09-03,111190.698688339,112600.224597349,110582.958103899,111723.21332533,61119643564.64,2017.26649345001,1.8142403251771,0.0089874964550436
2025-09-02,109243.067327459,111748.012667779,108454.028642144,111200.587212216,74776999490.97,3293.984025635,3.01527969345752,-0.00468884048592244
2025-09-01,108228.747072293,109890.584856276,107271.183408171,109250.594796976,66870372995.2,2619.401448105,2.42024556225836,-0.017691384161143
2025-08-31,108818.461084138,109490.999506726,108104.655810691,108236.709895999,47986191770.07,1386.34369603501,1.27399678530934,-0.00932369130466526
2025-08-30,108409.404956839,108929.348669176,107444.443172336,108808.071712896,51486264207.9,1484.90549684,1.36972018011831,0.00526493318552923
2025-08-29,112550.520078089,112619.053033458,107559.624303429,108410.838142241,77843379643.52,5059.428730029,4.49525131160541,-0.00365745333806089
2025-08-28,111219.05118645,113450.076489883,110900.924446383,112544.801985501,58860155962.4,2549.1520435,2.29201024132686,0.0374233153695496
2025-08-27,111795.708267486,112619.415507765,110398.262472393,111222.060717095,62137056408.51,2221.153035372,1.98679633573911,-0.0118226323552477
2025-08-26,110124.105428337,112397.012968112,108762.03558346,111802.655570345,69396320316.88,3634.977384652,3.30080082876809,0.00520656342034798
2025-08-25,113456.894680325,113637.841856159,109324.280196469,110124.350927514,85706860189.64,4313.56165968999,3.80193876435966,-0.0151251230265501
2025-08-24,115387.391322972,115615.0840495,111060.544875384,113458.432235568,73961489632.02,4554.539174116,3.94717232263943,0.0298263437530757
2025-08-23,116866.367837375,116996.253199084,114536.108256073,115374.331193013,55377142585.98,2460.14494301101,2.10509232770408,0.0167453619651567
2025-08-22,112433.730783233,117377.398667667,111678.948606983,116874.087471678,82528088239.59,5698.450060684,5.0682744590859,0.0129152838534861
2025-08-21,114275.684147679,114802.649626239,111986.234701309,112419.027500169,57817883699.69,2816.41492493,2.46457935993656,-0.038863972907377
2025-08-20,112828.021389307,114625.796137193,112387.961961708,114274.740784248,67993811525.52,2237.834175485,1.98340283550969,0.0163723489227117
2025-08-19,116241.856549818,116764.496291342,112730.398688745,112831.175994352,71657600352.99,4034.097602597,3.47043459415852,-0.012712872058863
2025-08-18,117453.906385662,117614.171154347,114723.682402312,116252.311935853,72787808089.51,2890.488752035,2.46095582597656,0.029870248084066
2025-08-17,117492.788582193,118595.776250713,117279.520970397,117453.062710041,45852169525.35,1316.25528031599,1.12028601601808,0.0102758555888247
2025-08-16,117398.42308612,117996.063347734,117271.952404026,117491.348389525,48036922377.96,724.110943708001,0.616797845041594,0.000325912667117123
2025-08-15,118365.78439117,119332.31175546,116864.573476949,117398.347982968,68665353159.16,2467.73827851101,2.08484089486176,-0.000791864546235033
2025-08-14,123339.395387856,124457.116870366,117254.882638702,118359.580570531,104055627395.48,7202.234231664,5.83936236189231,0.00815444825026113
2025-08-13,120168.977702397,123682.453370784,118939.631294659,123344.059805649,90904808794.95,4742.822076125,3.94679406183414,0.0412504007356027
2025-08-12,118717.662447956,120302.470669982,118228.722197716,120172.90705994,72803657984.3,2073.748472266,1.74679018227393,-0.026046086726323
2025-08-11,119306.810765363,122321.097435406,118159.028541729,118731.447032715,90528784177.43,4162.068893677,3.48854257940262,-0.0120674026644654
2025-08-10,116497.716576409,119320.71408632,116485.16604881,119306.761421821,64755458694.47,2835.54803751,2.43399452009878,0.00483380809374623
2025-08-09,116678.275689816,117906.611765091,116363.835154695,116500.362057994,54004312428.99,1542.776610396,1.3222483802361,-0.0238036224936131
2025-08-08,117505.497390409,117689.201454834,115917.458094284,116688.72541226,59713005166.12,1771.74336055,1.50779614562494,0.00161554211029369
2025-08-07,115030.052227047,117676.905454711,114279.712018255,117496.897396776,64051649680.54,3397.193436456,2.95330947929207,0.00690200519661133
2025-08-06,114140.913579714,115737.833234588,113372.249031331,115027.996413369,56379133509.58,2365.58420325701,2.0725120634372,-0.0212363822941768
2025-08-05,115072.184557742,115117.435936834,112701.110400474,114141.441728351,61039182286.4,2416.32553635999,2.09983459134514,-0.00773714955091798
2025-08-04,114223.923285018,115729.471975179,114130.403165161,115071.884324266,35783028986.15,1599.068810018,1.39994211722873,0.00811861790534252
2025-08-03,112525.803329133,114747.423370575,111943.804417695,114217.672969104,48099615825.72,2803.61895287999,2.49153427030379,-0.00745097436778863
2025-08-02,113320.394357569,114021.605142011,112005.7690999,112526.914642511,56870865999.63,2015.836042111,1.77888195107252,-0.0149136054966199
2025-08-01,115738.955212248,116060.772622109,112724.442986137,113320.085972303,91294530181.27,3336.329635972,2.88263327576585,0.00702399933281761
2025-07-31,117833.629644124,118919.984707167,115505.222270525,115758.203928793,69370346017.86,3414.76243664199,2.89795234769149,0.0212871330989799
2025-07-30,117921.994085928,118780.726723111,115800.826799955,117831.191384623,68896148591.57,2979.899923156,2.52700944065158,0.0177494519913441
2025-07-29,117938.584359277,119273.87009274,116987.370942532,117922.147836902,68463107433.08,2286.49915020801,1.93872019291213,0.000771623910756247
2025-07-28,119457.521950942,119819.789900283,117441.437455587,117924.472952715,64822943193.08,2378.35244469599,1.9909608083723,1.97171857312384e-05
2025-07-27,117944.729662465,119815.59730008,117859.687039823,119448.49032954,54683390891.99,1955.91026025701,1.65832781664297,0.0128408753610252
2025-07-26,117644.844062522,118335.685512688,117181.227801495,117947.366242204,48508954045.79,1154.457711193,0.981307528088069,-0.0126467590168371
2025-07-25,118368.003249178,118486.978912081,114759.823226985,117635.881075938,104857024568.67,3727.155685096,3.14878648180786,-0.00264437604390544
2025-07-24,118770.981484599,119535.454723233,117247.972162024,118368.003249178,72627318559.56,2287.48256120899,1.92596081350528,0.00620434298232198
2025-07-23,119997.442691449,120113.350527661,117391.39084129,118754.957194331,66608604536.87,2721.95968637099,2.26834807919199,0.00326374373798366
2025-07-22,117426.498153399,120269.966472863,116233.22615366,119995.415551834,79217583118.49,4036.740319203,3.43767410480865,0.0103913514797203
2025-07-21,117306.466982129,119671.564119194,116584.400358105,117439.535800428,69820091744.15,3087.16376108899,2.63170807246228,-0.0215299261121853
