"Date","Open","High","Low","Close","Volume","Range","Volatility","LogReturn"
2025-07-20,117944.109242522,118865.034065043,116550.136123986,117300.785740288,57515447231.38,2314.897941057,1.96270755353877,-0.00118215801518851
2025-07-19,117998.127364183,118541.401719451,117388.410662018,117939.978739051,47564562764.75,1152.991057433,0.977126572419637,0.00543438611297198
2025-07-18,119284.111790939,120851.917826454,116925.981239752,118003.224495527,77945799784.74,3925.936586702,3.29124853910361,0.000536110022443026
2025-07-17,118738.506038944,120999.60715835,117508.216047477,119289.842191795,72363841798.42,3491.391110873,2.9404034355358,0.0108442300718838
2025-07-16,117777.188994776,120065.518667182,117064.821563721,118738.506038944,72162029070.46,3000.697103461,2.54777442819942,-0.00463253341829528
2025-07-15,119853.848475828,119935.560408497,115765.686726596,117777.188994776,98321661180.6,4169.87368190099,3.47913207204354,-0.00812903632273887
2025-07-14,119115.787509641,123091.612801368,118959.196785635,119849.705720315,181746419401.06,4132.416015733,3.46924291240448,0.0174438948209819
2025-07-13,117432.200845864,119449.571906013,117265.437864547,119116.117549247,49021091807.15,2184.13404146601,1.85991067674257,-0.00613971040274386
2025-07-12,117530.712895726,118219.900042741,116977.023697619,117435.230053151,45524560304.01,1242.876345122,1.05749068860383,-0.0142118470657575
2025-07-11,115986.234797084,118856.473739289,115245.686348571,117516.993668425,86928361084.93,3610.78739071799,3.11311717035647,0.000696002083142133
2025-07-10,111329.195980948,116608.784676129,110660.749453081,115987.206196845,95911605727.89,5948.03522304799,5.34274515381023,-0.0131030564747494
2025-07-09,108950.27554319,111925.376946828,108357.682031517,111326.551269055,57927418064.83,3567.69491531099,3.27460843721931,-0.0410121079092356
2025-07-08,108298.22897458,109198.971616406,107499.556467577,108950.27554319,44282204126.95,1699.41514882899,1.56919939035003,-0.0215761952413427
2025-07-07,109235.327989524,109710.249827483,107527.057209515,108299.851087593,45415696597.48,2183.192617968,1.99861405476567,-0.00598781145987459
2025-07-06,108231.183832983,109731.625944599,107847.017158808,109232.069734557,36746020463.25,1884.608785791,1.74128076497734,0.00857092007662708
2025-07-05,108015.839226322,108381.340161426,107842.275057062,108231.181990194,30615537519.57,539.065104363995,0.499061163830344,-0.00920518574030638
2025-07-04,109635.655197452,109751.987455914,107296.380029947,108034.339049901,42616442655.9,2455.607425967,2.23978907367725,-0.00182038258992456
2025-07-03,108845.01285506,110541.461567283,108605.795642852,109647.97877391,50494742269.78,1935.665924431,1.77836896120226,0.0148259105062714
2025-07-02,105703.09985518,109763.653517996,105157.39559599,108859.323868236,56248657736.96,4606.257922006,4.3577321084404,-0.00721859929392643
2025-07-01,107144.382643744,107550.678694462,105270.226604353,105698.278144001,44110692246.89,2280.452090109,2.12839164671052,-0.029467839250465
2025-06-30,108383.44117956,108798.791914774,106759.650326898,107135.33451056,42064804589.76,2039.141587876,1.88141432462707,0.0135042410602111
2025-06-29,107327.822426349,108526.307040895,107230.110525133,108385.570088447,35534874438.25,1296.196515762,1.20769851326433,0.0116021191040616
2025-06-28,107090.548856664,107567.881577133,106883.973280972,107327.703180814,30037708334.64,683.908296160997,0.638626193872979,-0.00980816221604819
2025-06-27,106954.923331354,107772.471512168,106449.994143174,107088.430228831,45353692674.51,1322.477368994,1.23648105931213,-0.00223185678708049
2025-06-26,107375.070639203,108305.543038463,106666.349771537,106960.003268996,43891990612.71,1639.193266926,1.52660506500056,-0.00119998051980197
2025-06-25,106047.403166732,108168.400275352,105881.389363678,107361.260804055,51624120283.34,2287.01091167401,2.1565930361145,0.00374445350187713
2025-06-24,105571.517764812,106316.828577817,104740.242095688,106045.632095475,48822986421.13,1576.586482129,1.49338241555005,-0.0123299239144092
2025-06-23,100987.473109528,106116.86234836,99705.747002114,105577.772031548,65237759656.41,6411.11534624599,6.34842634322842,-0.00442163595385381
2025-06-22,102212.034885284,103351.63041091,98286.2059304254,100987.139519055,65536997200.85,5065.42448048459,4.95580044577891,-0.0444546797506788
2025-06-21,103315.080638019,104015.780111655,100973.064188957,102257.408689679,38360555117.77,3042.715922698,2.94508401281575,0.0125000716814228
2025-06-20,104681.033043164,106539.383908493,102372.211001763,103309.604124522,50951862476.19,4167.17290672999,3.98082898648096,0.0102370960148921
2025-06-19,104886.774301577,105250.892265419,103940.775183163,104684.285952454,37333806919.54,1310.11708225599,1.24907748472564,0.0132186752626691
2025-06-18,104602.06863467,105581.85311318,103602.261836019,104883.326926161,47318089133.08,1979.591277161,1.89249725459528,0.00189954001787029
2025-06-17,106794.120905109,107750.194123994,103396.528048219,104601.116829263,55964092175.52,4353.66607577501,4.07669077555629,-0.00269433149843934
2025-06-16,105555.592905889,108915.375602787,104997.621249587,106796.757198689,50366626944.57,3917.7543532,3.71155544234684,0.0207733340391378
2025-06-15,105464.840073768,106157.098354281,104519.880197283,105552.026954677,36744307741.93,1637.218156998,1.55238291344569,-0.0117235849077826
2025-06-14,106108.085236325,106203.756019812,104379.365232016,105472.408652886,38007870452.64,1824.390787796,1.71937019100166,-0.000754588494357833
2025-06-13,105924.590560775,106182.545977662,102822.02580415,106090.96639466,69550440845.69,3360.52017351199,3.17255904008793,0.00584751027139774
2025-06-12,108685.9104296,108780.697441616,105785.688736386,105929.05126273,54843867967.5,2995.00870522999,2.75565498176507,-0.00152735732404352
2025-06-11,110261.796256765,110384.220962174,108086.327919075,108686.627682139,50842662052.1,2297.893043099,2.08403374614715,0.0256992238538487
2025-06-10,110295.687653488,110380.121446452,108367.713432595,110257.237712366,54700101508.91,2012.408013857,1.82455729382576,0.0143473942009056
2025-06-09,105793.021174681,110561.419818125,105400.23089579,110294.099105573,55903193732.46,5161.188922335,4.87857220167015,0.000334265881877016
2025-06-08,105617.50944446,106497.05984532,105075.33051953,105793.650227527,36626232327.83,1421.72932578999,1.34611139125338,-0.0416599253687409
2025-06-07,104390.644796748,105972.754087693,103987.311793185,105615.626309464,38365033775.84,1985.442294508,1.90193508084342,-0.00168416412995853
2025-06-06,101574.367073762,105376.77341111,101169.572437053,104390.346938475,48856653697.18,4207.20097405701,4.14199083416566,-0.0116691278416159
2025-06-05,104750.780054768,105936.690173214,100436.885912503,101575.952306187,57479298399.76,5499.804260711,5.25037069684395,-0.0273303916693219
2025-06-04,105434.368314813,105997.692342316,104232.69994976,104731.983255147,44544857105.32,1764.992392556,1.67401998111846,0.0305977292155681
2025-06-03,105888.473534717,106813.579031267,104920.844138309,105432.470066607,46196508367.02,1892.734892958,1.78747962811783,0.00666610736826989
2025-06-02,105649.809632277,105958.313362378,103727.547074087,105881.533902031,45819706290.18,2230.76628829101,2.11147213237333,0.0042502106154032
2025-06-01,104637.296686896,105884.544288698,103826.955561967,105652.098562525,37397056873.12,2057.588726731,1.96640088370008,-0.00216925721743166
2025-05-31,103994.71517576,104927.104592887,103136.113450883,104638.091255003,38997843858.47,1790.991142004,1.72219438168283,-0.00964396073303853
2025-05-30,105646.207725502,106308.948522242,103685.788273548,103998.57224063,57655287183.41,2623.16024869401,2.48296678619047,-0.00613047588628746
2025-05-29,107795.570582287,108910.049211012,105374.39990131,105641.760698379,56022752042.28,3535.649309702,3.27995787823491,0.0156765836652415
2025-05-28,108992.172511415,109298.288621505,106812.929947847,107802.324536065,49155377492.62,2485.35867365799,2.2803093253304,0.0202454673998442
2025-05-27,109440.40947802,110744.207844024,107609.556733003,108994.642150819,57450176271.9,3134.651111021,2.86425382175727,0.0109995047846336
2025-05-26,109023.778328203,110376.881472669,108735.641921804,109440.368358228,45950461570.55,1641.23955086501,1.50539595676482,0.00408109327358197
2025-05-25,107802.272129545,109313.301527919,106683.372464366,109035.387032731,47518041840.84,2629.92906355301,2.439585930427,-0.0037073384973354
2025-05-24,107278.506977914,109454.521179255,106895.291081422,107791.157541236,45903627162.57,2559.230097833,2.38559444004929,-0.011476852626231
2025-05-23,111679.356260285,111798.903872613,106841.301245188,107287.796706822,67548133399.04,4957.60262742499,4.43913968833289,-0.00468071602067077
2025-05-22,109673.491856192,111970.16811008,109285.072388711,111673.284018745,70157575642.18,2685.095721369,2.44826318185419,0.0400625886997972
2025-05-21,106791.312423697,110724.464181457,106127.234598321,109678.076309537,78086364051.2,4597.22958313601,4.30487225861257,-0.0180280052882775
2025-05-20,105605.409144575,107307.113935127,104206.515778156,106791.089661712,36515726122.09,3100.598156971,2.93602210538879,-0.0266750030704159
2025-05-19,106430.532702754,107068.722368278,102112.685460073,105606.181467541,61761126647.23,4956.036908205,4.65659316208304,-0.011157586728423
2025-05-18,103186.955635825,106597.168134397,103142.604578778,106446.010554426,49887082058.37,3454.563555619,3.34786847264987,0.00792100727602651
2025-05-17,103489.289735695,103716.948988167,102659.177081301,103191.085477699,37898552742.49,1057.77190686601,1.02210761091074,-0.0310554451730702
2025-05-16,103735.655063371,104533.486651073,103137.478737495,103489.29171157,44386499364.19,1396.00791357801,1.34573586364804,0.0028856773425705
2025-05-15,103538.825684185,104153.619877344,101440.812463877,103744.643580522,50408241840.21,2712.807413467,2.62008709828488,0.00246438400955462
2025-05-14,104167.325600448,104303.565168262,102618.297355274,103539.417089133,45956071154.97,1685.26781298799,1.61784686635052,-0.00198014799385504
2025-05-13,102812.492464318,104997.420585901,101515.092861187,104169.81288185,52608876410.39,3482.32772471399,3.38706672822134,0.00607000207335773
2025-05-12,104106.962706625,105747.452068376,100814.402573328,102812.953251549,63250475404.07,4933.04949504801,4.7384433920615,-0.0131110342423071
2025-05-11,104701.072596459,104937.989245248,103364.739753832,104106.355526265,46285517406.46,1573.24949141601,1.50261067284349,0.0125016764071439
2025-05-10,102973.714227697,104961.764391069,102830.481623038,104696.327291172,42276713994.21,2131.282768031,2.06973477067971,0.00565101297508264
2025-05-09,103239.125163904,104297.490908245,102343.090330327,102970.849744033,58198593958.12,1954.400577918,1.89308130499475,-0.0166181028776329
2025-05-08,97034.2468888418,103969.536490353,96913.8723974176,103241.460829801,69895404396.74,7055.6640929354,7.27131329314903,0.00262458861312709
2025-05-07,96800.1944965502,97625.8053447067,95829.3320669444,97032.3189665813,76983822461.78,1796.47327776231,1.8558570952317,-0.0620264163613982
2025-05-06,94748.3862881353,96889.1762342253,93399.8589076862,96802.4775637596,26551275826.73,3489.31732653911,3.68271953036529,-0.00237151961006887
2025-05-05,94319.5628677338,95193.1862006466,93566.2638409303,94748.0514753733,25816260327.41,1626.92235971629,1.72490447395071,-0.0214513097745694
2025-05-04,95877.1841802496,96318.9198205634,94173.4322400329,94315.9748890489,18198688416.06,2145.48758053051,2.23774571486891,-0.00457069858134496
2025-05-03,96904.6347353242,96943.8818152762,95821.2909183689,95891.7980343153,15775154888.97,1122.59089690729,1.15844912885067,0.0165698717334237
2025-05-02,96494.9691901396,97905.9008135535,96375.9461133598,96910.0685777286,26421924676.66,1529.9547001937,1.58552794309824,0.0105629683902357
2025-05-01,94212.8628771738,97437.9638787913,94153.6338815343,96492.3390492363,32875889623.44,3284.32999725699,3.48607387245923,-0.00431980328695403
2025-04-30,94286.4686573453,95249.319407173,92979.639627542,94207.311297523,28344679831.08,2269.679779631,2.40721686998316,-0.0239658239088776
2025-04-29,94981.8613835771,95485.4128200751,93796.6342233736,94284.7916281156,25806129920.72,1688.77859670149,1.77800115948611,0.000822106961020808
2025-04-28,93755.3036053418,95598.492236527,92860.808221058,94978.7525036375,32363449569.16,2737.684015469,2.9200310917803,0.00733330857407921
2025-04-27,94660.9092081124,95301.2063769868,93665.3973569293,93754.846738124,18090367763.89,1635.8090200575,1.72807237300158,-0.0129698466747588
2025-04-26,94714.6463714469,95251.3594381245,93927.2506283557,94646.928111682,17612825123.36,1324.1088097688,1.39799794487537,0.00947005983602622
2025-04-25,93954.249819661,95768.3924669559,92898.5930911719,94720.4980175858,40915232363.91,2869.799375784,3.05446467966313,0.000777007018673004
2025-04-24,93692.3959519458,94016.19442848,91696.7141140385,93943.7934161249,31483175315.4,2319.48031444149,2.47563347150513,-0.00823376785937135
2025-04-23,93427.5858085506,94535.7320718952,91962.9581822579,93699.1131760367,41719568820.85,2572.77388963729,2.75376257169842,-0.00260793635326984
2025-04-22,87521.8711734663,93817.3837912219,87084.529413867,93441.8933475575,55899038455.73,6732.8543773549,7.69276786143037,-0.00274894311230867
2025-04-21,85171.5427512029,88460.0961714718,85143.8377085489,87518.9050346999,41396190189.88,3316.25846292289,3.89362263004924,-0.0654849540180091
2025-04-20,85066.068869856,85306.3812568669,83976.8458492975,85174.3016291611,14664050811.93,1329.53540756939,1.56294445627136,-0.0271550632992259
2025-04-19,84450.8703334615,85597.7037392458,84353.4578154094,85063.4130568411,15259300427.02,1244.2459238364,1.47333700520005,-0.00130274996004687
2025-04-18,84900.1913574227,85095.0494426195,84298.8832048904,84450.8070773412,12728372364.23,796.166237729092,0.937767306527378,-0.00722781423242225
2025-04-17,84030.672926765,85449.067655591,83749.7530202011,84895.7514392675,21276866029.01,1699.31463538991,2.02225517921403,0.00525485005061732
2025-04-16,83674.5110786453,85428.2824096212,83100.617930143,84033.865416481,29617804112.22,2327.6644794782,2.78180828244152,-0.0102041728085673
2025-04-15,84539.692784981,86429.3484786375,83598.818421582,83668.9893302616,28040322884.75,2830.53005705551,3.34816695425509,-0.00435146631847338
2025-04-14,83694.5232732834,85784.9977272972,83690.6369469088,84542.3912826737,34090769777.17,2094.36078038841,2.50238689280755,0.0103846695543037
2025-04-13,85279.4705343828,86015.1858492691,83027.0042626966,83684.9790281051,28796984817.37,2988.18158657249,3.50398702975967,-0.0101935811917269
2025-04-12,83404.516993045,85856.1878699008,82769.3778925434,85287.1132768994,24258059103.94,3086.80997735739,3.70101055511753,0.0189638684241018
2025-04-11,79625.0481407205,84247.4736492697,78936.3205689461,83404.8398063772,41656778779.2,5311.15308032359,6.67020391741208,-0.0223170288520098
2025-04-10,82565.9744525521,82700.9320641928,78456.1337477737,79626.1414360505,44718000633.05,4244.79831641911,5.14109879349689,-0.0463638899962664
2025-04-09,76273.5617005576,83541.0002548722,74589.6727070598,82573.9511277008,84213627037.89,8951.3275478124,11.735819526764,0.0363518202036683
2025-04-08,79218.4738597791,80823.8881213157,76198.022280574,76271.9501747134,48314590748.66,4625.8658407417,5.83937762917489,-0.0793890239355228
2025-04-07,78221.3331336497,81119.0644210414,74436.6791009452,79235.333132174,91262424987.16,6682.3853200962,8.54291924260434,0.0381170795379084
2025-04-06,83504.5071163801,83704.7177864194,77097.7409017465,78214.4808171041,36294853735.96,6606.9768846729,7.91212009127216,-0.0129675176447765
2025-04-05,83844.6996629091,84207.0193621592,82377.7358642744,83504.8001720546,14380803630.57,1829.28349788481,2.18175210268425,0.0654493101974758
2025-04-04,83100.2474409798,84696.1462638178,81670.7487703545,83843.8048731047,45157640206.84,3025.3974934633,3.6406600300583,0.00405148479935491
2025-04-03,82487.4764239047,83909.2983654795,81282.0978627491,83102.8282065402,36852112079.93,2627.2005027304,3.18496893907769,-0.00887686703900492
2025-04-02,85180.6130399194,88466.9569585923,82343.5391072756,82485.7083713044,47584398470.45,6123.4178513167,7.1887459279578,-0.00745368858402884
2025-04-01,82551.9187292547,85487.3661226658,82429.3619929085,85169.1695887702,28175650319.38,3058.0041297573,3.70434046455859,0.0320144625903787
2025-03-31,82336.0593457524,83870.1213490621,81293.8885609204,82548.9109608694,29004228246.6,2576.2327881417,3.12892408091013,-0.0312485312614168
2025-03-30,82596.9832343092,83505.0029320693,81573.2470657633,82334.5226969202,14763760943.16,1931.755866306,2.3387729075117,-0.00260048423313641
2025-03-29,84352.0727262958,84567.3321457268,81634.1413054795,82597.5843388613,16969396135.15,2933.19084024731,3.47731922339938,0.00318994123993299
2025-03-28,87185.2346771071,87489.8612148241,83557.6424644235,84353.1510125816,34198619509.07,3932.2187504006,4.51018886966776,0.0210317298900637
